0,1,2,3,4,race,income
-1.0,544100.0,0.0,7.0,65.0,4,-1
-2.0,84164.0,0.0,20.0,49.0,4,1
-2.0,265489.0,0.0,47.0,88.0,4,-1
-2.0,507880.0,0.0,29.0,88.0,4,-1
-2.0,88519.0,0.0,50.0,88.0,4,-1
-2.0,173000.0,0.0,19.0,101.0,4,-1
-5.0,94647.0,0.0,38.0,80.0,4,-1
-4.0,289989.0,0.0,17.0,79.0,4,-1
-2.0,337908.0,0.0,49.0,88.0,2,1
-2.0,144370.0,0.0,46.0,83.0,4,-1
0.0,128368.0,0.0,32.0,83.0,4,-1
-2.0,101614.0,0.0,40.0,81.0,4,-1
-4.0,271477.0,0.0,24.0,91.0,4,-1
-2.0,32285.0,0.0,9.0,83.0,3,-1
-4.0,226965.0,0.0,8.0,38.0,4,-1
-2.0,53752.0,0.0,32.0,86.0,4,1
0.0,251598.0,0.0,41.0,97.0,4,1
0.0,109841.0,0.0,40.0,102.0,4,-1
-2.0,238003.0,0.0,32.0,91.0,4,1
-2.0,216669.0,0.0,46.0,72.0,4,-1
-2.0,56363.0,0.0,31.0,80.0,4,-1
-2.0,147381.0,0.0,34.0,87.0,4,-1
5011.0,188155.0,0.0,23.0,85.0,4,-1
2405.0,59509.0,0.0,25.0,90.0,4,-1
-3.0,293940.0,0.0,26.0,39.0,4,-1
-2.0,149649.0,0.0,41.0,92.0,4,-1
-2.0,116648.0,0.0,36.0,93.0,4,1
0.0,105608.0,0.0,17.0,109.0,4,-1
-2.0,155546.0,0.0,29.0,81.0,4,-1
0.0,183185.0,0.0,16.0,80.0,4,-1
-2.0,169855.0,0.0,41.0,80.0,4,1
-2.0,191691.0,0.0,39.0,92.0,4,1
-4.0,200691.0,0.0,7.0,78.0,4,-1
-4.0,101519.0,0.0,5.0,80.0,4,-1
-5.0,309987.0,0.0,23.0,91.0,2,-1
-2.0,162311.0,0.0,26.0,120.0,4,1
-4.0,211688.0,0.0,11.0,85.0,4,-1
-2.0,124754.0,0.0,66.0,68.0,4,-1
-4.0,213930.0,0.0,17.0,73.0,4,-1
-2.0,32226.0,0.0,37.0,79.0,4,-1
-2.0,212765.0,0.0,67.0,40.0,4,-1
-4.0,309641.0,0.0,18.0,69.0,4,-1
-2.0,125931.0,0.0,28.0,83.0,4,-1
-4.0,446848.0,0.0,10.0,80.0,4,-1
-2.0,276528.0,0.0,47.0,52.0,4,-1
-2.0,51627.0,0.0,34.0,87.0,4,-1
-2.0,159946.0,0.0,52.0,98.0,4,-1
14344.0,343600.0,0.0,36.0,82.0,4,1
0.0,346262.0,0.0,43.0,86.0,4,-1
-2.0,268243.0,0.0,40.0,89.0,4,1
-2.0,202065.0,0.0,25.0,98.0,4,-1
-4.0,54339.0,0.0,27.0,90.0,4,-1
-4.0,410883.0,0.0,33.0,99.0,4,1
-2.0,249988.0,0.0,53.0,88.0,4,-1
0.0,286740.0,0.0,22.0,82.0,4,-1
0.0,212573.0,0.0,13.0,71.0,2,-1
-2.0,119329.0,0.0,18.0,47.0,1,-1
-2.0,226309.0,0.0,27.0,89.0,4,1
-4.0,115595.0,0.0,15.0,94.0,4,-1
-2.0,193195.0,0.0,44.0,108.0,4,1
-2.0,202693.0,0.0,26.0,98.0,4,1
0.0,171107.0,0.0,41.0,53.0,4,-1
-4.0,249418.0,0.0,19.0,86.0,2,-1
-2.0,124205.0,0.0,68.0,82.0,4,1
15022.0,198295.0,0.0,39.0,102.0,4,1
-4.0,149130.0,0.0,40.0,99.0,4,-1
-4.0,188310.0,0.0,6.0,92.0,4,-1
-4.0,103441.0,0.0,21.0,81.0,4,-1
7686.0,317669.0,0.0,26.0,81.0,4,1
34091.0,304879.0,0.0,14.0,71.0,4,-1
-4.0,194908.0,0.0,30.0,84.0,4,-1
-4.0,189274.0,0.0,21.0,80.0,4,-1
-2.0,124701.0,0.0,35.0,84.0,4,-1
-4.0,432389.0,0.0,17.0,90.0,4,-1
-2.0,65339.0,0.0,28.0,88.0,4,1
-2.0,337501.0,0.0,51.0,59.0,4,1
4062.0,377879.0,0.0,12.0,76.0,4,-1
-4.0,102873.0,0.0,26.0,86.0,4,-1
-2.0,95652.0,0.0,51.0,94.0,4,-1
-2.0,303100.0,0.0,46.0,100.0,4,-1
-2.0,197382.0,0.0,43.0,81.0,2,1
-2.0,247562.0,0.0,44.0,106.0,4,-1
-4.0,102641.0,0.0,14.0,82.0,4,-1
-4.0,199925.0,0.0,7.0,87.0,4,-1
-2.0,118866.0,0.0,35.0,102.0,4,-1
-4.0,77156.0,0.0,22.0,54.0,2,-1
-2.0,268002.0,0.0,27.0,98.0,4,1
-4.0,301616.0,0.0,5.0,81.0,2,-1
-2.0,287841.0,0.0,37.0,83.0,4,1
-4.0,113426.0,0.0,6.0,68.0,4,-1
-2.0,114949.0,0.0,28.0,79.0,4,1
-2.0,129314.0,0.0,24.0,78.0,4,-1
0.0,365749.0,0.0,27.0,81.0,4,-1
-4.0,69633.0,0.0,24.0,111.0,4,-1
-4.0,45094.0,0.0,16.0,87.0,4,-1
4384.0,120994.0,0.0,33.0,76.0,4,-1
-2.0,254215.0,0.0,32.0,100.0,4,-1
0.0,146207.0,0.0,42.0,88.0,2,-1
-2.0,125947.0,0.0,27.0,69.0,4,1
-2.0,56929.0,0.0,38.0,101.0,4,-1
-2.0,163138.0,0.0,18.0,75.0,4,-1
-4.0,34320.0,0.0,6.0,70.0,4,-1
-2.0,81983.0,0.0,38.0,81.0,1,1
-2.0,66623.0,0.0,55.0,81.0,4,-1
-4.0,232792.0,0.0,13.0,91.0,4,-1
-4.0,316878.0,0.0,5.0,63.0,4,-1
-4.0,198159.0,0.0,40.0,89.0,4,1
-4.0,105386.0,0.0,57.0,91.0,4,-1
-4.0,185823.0,0.0,20.0,83.0,2,-1
-2.0,175384.0,0.0,11.0,70.0,4,-1
-6.0,108302.0,0.0,25.0,71.0,4,-1
-2.0,183418.0,0.0,67.0,81.0,4,-1
0.0,174672.0,0.0,27.0,79.0,4,-1
0.0,186019.0,0.0,30.0,65.0,4,-1
-4.0,198192.0,0.0,26.0,80.0,4,-1
-4.0,163016.0,0.0,26.0,74.0,1,-1
-4.0,296167.0,0.0,11.0,76.0,4,-1
0.0,252912.0,0.0,40.0,83.0,4,1
-2.0,187724.0,0.0,41.0,87.0,4,-1
-4.0,214555.0,0.0,17.0,84.0,4,-1
-5.0,496049.0,0.0,58.0,52.0,2,-1
0.0,191544.0,0.0,21.0,101.0,4,-1
-5.0,228469.0,0.0,35.0,96.0,2,-1
0.0,38319.0,0.0,64.0,59.0,4,-1
-4.0,252761.0,0.0,14.0,87.0,4,-1
0.0,78388.0,0.0,33.0,83.0,1,-1
-4.0,88428.0,0.0,20.0,53.0,1,-1
-2.0,201094.0,0.0,39.0,90.0,4,1
0.0,207167.0,0.0,21.0,74.0,4,-1
-4.0,235497.0,0.0,32.0,84.0,4,-1
-6.0,102642.0,0.0,37.0,89.0,4,-1
-4.0,25835.0,0.0,18.0,60.0,4,-1
-6.0,54837.0,0.0,59.0,69.0,4,-1
-4.0,126942.0,0.0,19.0,86.0,4,-1
-2.0,175334.0,0.0,24.0,89.0,4,-1
-2.0,98049.0,0.0,40.0,90.0,4,1
-4.0,428043.0,0.0,21.0,91.0,4,-1
-2.0,149637.0,0.0,26.0,88.0,4,1
-3.0,253823.0,0.0,16.0,76.0,4,-1
-4.0,312965.0,0.0,11.0,81.0,2,-1
-4.0,483786.0,0.0,26.0,84.0,2,-1
-4.0,183939.0,0.0,8.0,58.0,4,-1
-2.0,37287.0,0.0,28.0,113.0,4,-1
-2.0,181354.0,0.0,31.0,80.0,2,1
0.0,114590.0,0.0,31.0,80.0,4,-1
-4.0,633752.0,0.0,18.0,86.0,2,-1
-2.0,286374.0,0.0,39.0,72.0,4,1
-2.0,29064.0,0.0,23.0,81.0,4,1
-2.0,304039.0,0.0,27.0,79.0,2,-1
0.0,143142.0,0.0,37.0,83.0,4,-1
0.0,135118.0,0.0,43.0,89.0,4,-1
-2.0,99942.0,0.0,18.0,99.0,4,-1
-2.0,109583.0,0.0,55.0,49.0,4,1
0.0,155232.0,0.0,26.0,74.0,2,-1
-2.0,159577.0,0.0,13.0,85.0,4,-1
-2.0,523923.0,0.0,34.0,81.0,2,-1
-2.0,120949.0,0.0,36.0,96.0,4,-1
-2.0,130773.0,0.0,33.0,75.0,4,-1
-2.0,197390.0,0.0,21.0,79.0,4,-1
0.0,99384.0,0.0,24.0,81.0,4,-1
14080.0,56809.0,0.0,28.0,98.0,4,1
7296.0,139006.0,0.0,25.0,88.0,4,1
-4.0,32930.0,0.0,18.0,90.0,4,-1
-4.0,399207.0,0.0,17.0,89.0,4,-1
-4.0,170662.0,0.0,5.0,61.0,4,-1
-2.0,259336.0,0.0,46.0,92.0,4,1
-4.0,256167.0,0.0,28.0,89.0,4,-1
0.0,48220.0,0.0,29.0,75.0,4,-1
-4.0,140171.0,0.0,18.0,91.0,4,-1
7296.0,128770.0,0.0,31.0,82.0,2,1
0.0,36279.0,0.0,27.0,101.0,4,-1
15022.0,210572.0,0.0,47.0,86.0,4,1
-4.0,65375.0,0.0,17.0,63.0,4,-1
-2.0,160952.0,0.0,35.0,92.0,2,-1
-2.0,208367.0,0.0,30.0,81.0,4,1
-4.0,153800.0,0.0,23.0,91.0,0,-1
-2.0,85824.0,0.0,53.0,81.0,1,-1
-2.0,125421.0,0.0,54.0,85.0,4,1
-4.0,635926.0,0.0,31.0,102.0,2,1
0.0,313333.0,0.0,46.0,91.0,4,-1
-2.0,182622.0,0.0,33.0,92.0,4,-1
-2.0,109447.0,0.0,40.0,103.0,4,-1
-4.0,255010.0,0.0,28.0,81.0,4,-1
-2.0,197870.0,0.0,20.0,84.0,4,-1
0.0,187658.0,0.0,60.0,78.0,4,-1
-4.0,53959.0,0.0,82.0,86.0,2,-1
-2.0,176690.0,0.0,47.0,59.0,2,-1
-4.0,140360.0,0.0,41.0,81.0,4,-1
-4.0,243322.0,0.0,8.0,91.0,4,-1
0.0,24221.0,0.0,59.0,49.0,0,-1
1407.0,167696.0,0.0,61.0,93.0,4,-1
-6.0,314220.0,0.0,70.0,25.0,4,-1
0.0,176805.0,0.0,57.0,80.0,4,-1
3669.0,538590.0,0.0,37.0,92.0,2,-1
0.0,130417.0,0.0,30.0,89.0,2,-1
-4.0,159742.0,0.0,13.0,81.0,4,-1
0.0,110988.0,0.0,20.0,82.0,3,-1
-4.0,76729.0,0.0,17.0,103.0,4,1
-2.0,268709.0,0.0,55.0,86.0,4,-1
-4.0,170535.0,0.0,31.0,78.0,4,-1
-2.0,180151.0,0.0,36.0,73.0,4,1
-2.0,115090.0,0.0,28.0,112.0,4,1
-4.0,115467.0,0.0,13.0,92.0,4,-1
-2.0,347903.0,0.0,35.0,88.0,4,1
-2.0,196010.0,0.0,31.0,67.0,4,-1
-2.0,273917.0,0.0,24.0,99.0,4,-1
-4.0,119166.0,0.0,2.0,58.0,4,-1
0.0,181239.0,0.0,26.0,81.0,4,-1
-2.0,203589.0,0.0,49.0,35.0,4,-1
-2.0,236605.0,0.0,51.0,84.0,4,1
-4.0,183925.0,0.0,24.0,81.0,4,-1
-2.0,209567.0,0.0,37.0,111.0,4,1
-2.0,153150.0,0.0,38.0,40.0,4,-1
-2.0,112778.0,0.0,26.0,89.0,4,1
-2.0,390794.0,0.0,32.0,80.0,2,-1
-6.0,171334.0,0.0,57.0,77.0,2,-1
-4.0,27392.0,0.0,3.0,79.0,4,-1
-4.0,259024.0,0.0,46.0,72.0,4,-1
-2.0,303053.0,0.0,37.0,45.0,1,1
-4.0,117798.0,0.0,10.0,87.0,4,-1
-5.0,172588.0,0.0,24.0,77.0,4,-1
-6.0,187677.0,0.0,40.0,88.0,4,-1
0.0,204522.0,0.0,48.0,81.0,4,-1
0.0,150055.0,0.0,28.0,89.0,4,-1
-2.0,98101.0,0.0,38.0,110.0,4,-1
-4.0,245925.0,0.0,17.0,58.0,4,-1
4062.0,146023.0,0.0,48.0,90.0,4,-1
-2.0,378329.0,0.0,29.0,81.0,4,-1
-2.0,257305.0,0.0,27.0,115.0,1,1
-4.0,218966.0,0.0,1.0,25.0,4,-1
-2.0,21183.0,0.0,57.0,82.0,4,1
-4.0,185493.0,0.0,27.0,94.0,4,-1
-2.0,222214.0,0.0,21.0,82.0,4,1
-2.0,69876.0,0.0,54.0,82.0,4,1
1051.0,191265.0,0.0,12.0,70.0,4,-1
2405.0,30667.0,0.0,44.0,141.0,4,-1
-4.0,209123.0,0.0,14.0,83.0,4,-1
0.0,70386.0,0.0,20.0,89.0,4,-1
-2.0,477992.0,0.0,36.0,84.0,2,-1
7296.0,170934.0,0.0,33.0,81.0,4,1
-4.0,190184.0,0.0,23.0,83.0,4,-1
-4.0,193797.0,0.0,11.0,92.0,4,-1
7296.0,279482.0,0.0,8.0,94.0,4,1
-4.0,34931.0,0.0,16.0,36.0,4,-1
5176.0,97698.0,0.0,29.0,81.0,4,1
0.0,175425.0,0.0,27.0,96.0,2,-1
0.0,173973.0,0.0,54.0,91.0,4,-1
-4.0,205768.0,0.0,11.0,84.0,4,-1
15022.0,425175.0,0.0,46.0,90.0,4,1
-2.0,220546.0,0.0,31.0,108.0,4,1
0.0,176619.0,0.0,38.0,91.0,4,-1
-4.0,372000.0,0.0,19.0,83.0,4,-1
-2.0,193888.0,0.0,49.0,49.0,4,-1
-2.0,200365.0,0.0,31.0,93.0,4,-1
0.0,127604.0,0.0,23.0,89.0,4,-1
-4.0,220432.0,0.0,21.0,105.0,4,-1
-4.0,231941.0,0.0,7.0,95.0,4,-1
-4.0,248415.0,0.0,18.0,92.0,2,-1
-2.0,111104.0,0.0,58.0,68.0,4,-1
0.0,57437.0,0.0,32.0,111.0,4,-1
3462.0,157457.0,0.0,22.0,40.0,1,-1
-4.0,278139.0,0.0,14.0,81.0,4,-1
0.0,169478.0,0.0,30.0,130.0,4,-1
7686.0,146281.0,0.0,43.0,79.0,4,1
-4.0,153728.0,0.0,9.0,72.0,1,-1
-2.0,217469.0,0.0,24.0,97.0,4,1
4384.0,238647.0,0.0,48.0,90.0,4,1
-2.0,303306.0,0.0,8.0,66.0,1,-1
0.0,173330.0,0.0,35.0,80.0,4,-1
-4.0,193957.0,0.0,22.0,96.0,4,-1
-4.0,83094.0,0.0,42.0,82.0,4,-1
-2.0,193827.0,0.0,32.0,79.0,4,1
-2.0,34997.0,0.0,31.0,97.0,4,1
-4.0,59319.0,0.0,20.0,90.0,4,-1
7296.0,142911.0,0.0,26.0,74.0,1,1
-4.0,860358.0,0.0,1.0,64.0,2,-1
0.0,205620.0,0.0,32.0,89.0,2,1
-4.0,199708.0,0.0,8.0,65.0,4,-1
-4.0,191964.0,0.0,12.0,85.0,4,-1
-2.0,138724.0,0.0,68.0,90.0,4,-1
-2.0,399090.0,0.0,20.0,73.0,4,-1
-4.0,423168.0,0.0,17.0,92.0,4,-1
-6.0,159850.0,0.0,54.0,71.0,4,-1
-2.0,174317.0,0.0,34.0,82.0,4,-1
-2.0,51851.0,0.0,32.0,91.0,4,-1
0.0,186119.0,0.0,27.0,97.0,4,-1
-4.0,200388.0,0.0,31.0,83.0,4,-1
-2.0,174323.0,0.0,70.0,51.0,4,-1
-2.0,78392.0,0.0,58.0,88.0,4,-1
-4.0,211612.0,0.0,12.0,54.0,2,-1
-2.0,189625.0,0.0,27.0,99.0,4,1
-2.0,321180.0,0.0,53.0,84.0,4,-1
2046.0,127930.0,0.0,58.0,107.0,4,-1
-4.0,206575.0,0.0,29.0,86.0,2,-1
-4.0,224576.0,0.0,20.0,79.0,4,-1
-4.0,178697.0,0.0,42.0,86.0,4,-1
-2.0,98551.0,0.0,57.0,79.0,4,-1
-2.0,242615.0,0.0,46.0,92.0,4,-1
-4.0,270945.0,0.0,15.0,81.0,4,-1
-4.0,94244.0,0.0,21.0,81.0,4,-1
-4.0,71209.0,0.0,40.0,108.0,4,-1
-4.0,104121.0,0.0,8.0,55.0,2,-1
-2.0,261201.0,0.0,38.0,86.0,2,-1
-4.0,94948.0,0.0,22.0,90.0,4,-1
7296.0,296489.0,0.0,34.0,81.0,4,1
7296.0,119281.0,0.0,32.0,89.0,4,1
-4.0,85052.0,0.0,25.0,63.0,4,-1
-4.0,293374.0,0.0,11.0,90.0,2,-1
-4.0,241908.0,0.0,39.0,92.0,4,-1
-2.0,36142.0,0.0,66.0,46.0,4,-1
0.0,152000.0,0.0,18.0,79.0,4,-1
-3.0,101140.0,0.0,52.0,52.0,4,-1
-4.0,156477.0,0.0,23.0,73.0,4,-1
-2.0,117976.0,0.0,28.0,82.0,4,1
-2.0,192271.0,0.0,19.0,86.0,4,-1
-2.0,111376.0,0.0,28.0,82.0,4,1
-2.0,329759.0,0.0,47.0,82.0,4,-1
-2.0,372033.0,0.0,50.0,78.0,4,1
-2.0,95441.0,0.0,28.0,79.0,4,1
-6.0,161407.0,0.0,64.0,86.0,3,-1
-2.0,96140.0,0.0,36.0,91.0,4,1
-2.0,111958.0,0.0,30.0,75.0,4,-1
-2.0,117130.0,0.0,26.0,74.0,4,-1
-2.0,348028.0,0.0,35.0,71.0,4,-1
-2.0,270106.0,0.0,54.0,88.0,4,1
-2.0,180622.0,0.0,38.0,97.0,4,-1
0.0,176152.0,0.0,37.0,87.0,4,1
-3.0,410448.0,0.0,14.0,105.0,4,-1
-2.0,92271.0,0.0,21.0,81.0,4,-1
-2.0,183091.0,0.0,47.0,95.0,4,-1
-4.0,362601.0,0.0,18.0,66.0,4,-1
0.0,212461.0,0.0,51.0,88.0,4,1
0.0,481069.0,0.0,28.0,91.0,4,-1
-4.0,185895.0,0.0,8.0,55.0,4,-1
-4.0,89828.0,0.0,17.0,56.0,4,-1
-2.0,184029.0,0.0,39.0,83.0,4,1
-2.0,256658.0,0.0,38.0,85.0,2,-1
-4.0,160332.0,0.0,36.0,81.0,2,-1
-4.0,350855.0,0.0,4.0,50.0,4,-1
-2.0,267413.0,0.0,21.0,82.0,4,-1
-4.0,35643.0,0.0,11.0,90.0,4,-1
0.0,80928.0,0.0,39.0,72.0,4,-1
-2.0,172936.0,0.0,31.0,100.0,4,-1
0.0,174328.0,0.0,46.0,92.0,4,-1
0.0,217297.0,0.0,45.0,87.0,4,-1
-2.0,345001.0,0.0,14.0,81.0,4,-1
0.0,108709.0,0.0,34.0,91.0,4,-1
-2.0,117322.0,0.0,18.0,93.0,4,-1
-4.0,396108.0,0.0,15.0,72.0,4,-1
-5.0,134161.0,0.0,21.0,85.0,4,-1
-2.0,164453.0,0.0,28.0,46.0,4,1
-4.0,25439.0,0.0,5.0,56.0,4,-1
-4.0,232401.0,0.0,10.0,87.0,4,-1
-2.0,220107.0,0.0,23.0,87.0,4,1
-4.0,301315.0,0.0,21.0,91.0,4,-1
-5.0,277958.0,0.0,44.0,81.0,4,-1
7686.0,98114.0,0.0,32.0,48.0,4,1
-4.0,196173.0,0.0,26.0,82.0,4,-1
-2.0,115572.0,0.0,33.0,91.0,4,-1
0.0,96985.0,0.0,30.0,85.0,4,-1
-4.0,137309.0,0.0,7.0,74.0,4,-1
-2.0,86885.0,0.0,20.0,97.0,4,1
-2.0,132191.0,0.0,48.0,92.0,4,1
-4.0,416113.0,0.0,6.0,84.0,4,-1
-4.0,108584.0,0.0,16.0,87.0,4,-1
-2.0,288366.0,0.0,48.0,89.0,4,1
0.0,227700.0,0.0,29.0,116.0,4,-1
-2.0,168664.0,0.0,27.0,78.0,3,-1
-2.0,447373.0,0.0,33.0,107.0,4,1
-2.0,110154.0,0.0,21.0,79.0,4,-1
-2.0,317262.0,0.0,41.0,66.0,4,-1
-2.0,125044.0,0.0,8.0,79.0,4,1
-2.0,364667.0,0.0,21.0,92.0,4,-1
0.0,42356.0,0.0,27.0,71.0,2,-1
-4.0,241960.0,0.0,13.0,85.0,2,-1
0.0,118510.0,0.0,18.0,83.0,4,-1
15022.0,188402.0,0.0,40.0,102.0,4,1
-2.0,1033232.0,0.0,23.0,85.0,4,-1
0.0,92448.0,0.0,36.0,91.0,4,1
-2.0,190764.0,0.0,53.0,72.0,4,-1
-4.0,426024.0,0.0,30.0,66.0,4,-1
-5.0,243874.0,0.0,34.0,85.0,2,-1
0.0,240292.0,0.0,26.0,93.0,4,-1
-2.0,61787.0,0.0,9.0,80.0,4,-1
2172.0,175031.0,0.0,17.0,62.0,4,-1
-2.0,92016.0,0.0,25.0,83.0,4,1
0.0,188410.0,0.0,21.0,83.0,4,-1
-4.0,228534.0,0.0,33.0,77.0,4,-1
-2.0,133382.0,0.0,18.0,112.0,4,-1
-4.0,256613.0,0.0,24.0,88.0,4,-1
-4.0,204662.0,0.0,15.0,83.0,4,-1
-2.0,222298.0,0.0,57.0,82.0,4,1
-2.0,287494.0,0.0,37.0,88.0,4,-1
-6.0,107771.0,0.0,68.0,62.0,4,-1
-4.0,202528.0,0.0,13.0,78.0,4,-1
2171.0,204129.0,0.0,36.0,89.0,4,-1
-2.0,29674.0,0.0,22.0,72.0,4,1
-4.0,118348.0,0.0,13.0,72.0,1,-1
-2.0,208419.0,0.0,25.0,98.0,4,1
590.0,284852.0,0.0,24.0,103.0,2,-1
-4.0,117028.0,0.0,20.0,90.0,4,-1
-2.0,81291.0,0.0,12.0,79.0,4,-1
-2.0,340158.0,0.0,24.0,80.0,4,-1
-4.0,363438.0,0.0,23.0,88.0,4,-1
0.0,45866.0,0.0,37.0,68.0,4,-1
-4.0,191082.0,0.0,11.0,80.0,4,-1
-2.0,116642.0,0.0,33.0,88.0,4,1
-4.0,405860.0,0.0,23.0,68.0,4,-1
-4.0,298237.0,0.0,8.0,85.0,4,-1
-6.0,290530.0,0.0,33.0,83.0,2,-1
-2.0,56924.0,0.0,44.0,81.0,0,-1
-2.0,146547.0,0.0,13.0,85.0,4,-1
-4.0,258879.0,0.0,13.0,44.0,4,-1
-4.0,206408.0,0.0,9.0,86.0,2,-1
-2.0,197342.0,0.0,35.0,96.0,4,1
-2.0,245071.0,0.0,53.0,81.0,4,1
-2.0,197595.0,0.0,39.0,43.0,2,1
-2.0,234894.0,0.0,34.0,91.0,4,1
-2.0,72898.0,0.0,36.0,85.0,1,1
-2.0,180383.0,0.0,18.0,83.0,4,-1
-2.0,351309.0,0.0,27.0,102.0,2,-1
-2.0,54021.0,0.0,16.0,112.0,4,-1
-2.0,115755.0,0.0,17.0,78.0,4,-1
-4.0,116644.0,0.0,38.0,83.0,4,-1
-2.0,288834.0,0.0,45.0,92.0,2,-1
-2.0,132614.0,0.0,27.0,98.0,4,-1
-3.0,193376.0,0.0,47.0,81.0,4,-1
-4.0,170083.0,0.0,18.0,72.0,4,-1
-2.0,126717.0,0.0,25.0,100.0,4,-1
0.0,35607.0,0.0,41.0,92.0,4,-1
-2.0,33993.0,0.0,27.0,92.0,4,-1
-2.0,194767.0,0.0,41.0,87.0,4,1
-2.0,118564.0,0.0,20.0,68.0,4,1
-4.0,201975.0,0.0,45.0,88.0,4,1
-4.0,139893.0,0.0,4.0,78.0,4,-1
-4.0,285029.0,0.0,27.0,81.0,4,-1
-4.0,303999.0,0.0,22.0,112.0,4,-1
0.0,49412.0,0.0,62.0,71.0,4,-1
-4.0,279209.0,0.0,40.0,82.0,4,-1
-4.0,211875.0,0.0,14.0,52.0,4,-1
-4.0,281442.0,0.0,8.0,74.0,4,-1
-4.0,161161.0,0.0,30.0,86.0,4,-1
-4.0,197913.0,0.0,12.0,82.0,4,-1
-2.0,111758.0,0.0,30.0,79.0,4,-1
-2.0,170731.0,0.0,34.0,61.0,4,-1
-4.0,70113.0,0.0,25.0,68.0,4,-1
-3.0,193635.0,0.0,30.0,82.0,4,-1
590.0,271757.0,0.0,48.0,78.0,2,-1
-3.0,189785.0,0.0,11.0,60.0,2,-1
-2.0,401533.0,0.0,60.0,73.0,4,-1
-2.0,286976.0,0.0,50.0,97.0,4,-1
0.0,164440.0,0.0,34.0,89.0,4,-1
15022.0,91052.0,0.0,33.0,110.0,4,1
-4.0,347943.0,0.0,32.0,82.0,4,-1
0.0,371382.0,0.0,35.0,79.0,4,-1
-4.0,32232.0,0.0,31.0,103.0,4,-1
0.0,187260.0,0.0,23.0,74.0,4,-1
-4.0,178120.0,0.0,25.0,61.0,4,-1
0.0,343130.0,0.0,30.0,76.0,4,-1
-4.0,262759.0,0.0,6.0,85.0,4,-1
-4.0,403110.0,0.0,20.0,55.0,4,-1
-4.0,64303.0,0.0,14.0,84.0,4,-1
-2.0,303597.0,0.0,61.0,58.0,4,-1
-4.0,324969.0,0.0,13.0,75.0,4,-1
-2.0,114069.0,0.0,53.0,92.0,4,-1
-2.0,48935.0,0.0,41.0,79.0,4,-1
0.0,180990.0,0.0,43.0,60.0,4,-1
-4.0,181067.0,0.0,19.0,91.0,4,-1
-4.0,388106.0,0.0,18.0,82.0,2,-1
-4.0,249619.0,0.0,5.0,57.0,4,-1
-2.0,112141.0,0.0,32.0,82.0,4,-1
-5.0,543171.0,0.0,34.0,80.0,2,-1
0.0,92005.0,0.0,28.0,87.0,4,-1
-3.0,143335.0,0.0,41.0,86.0,4,-1
-6.0,251807.0,0.0,45.0,69.0,2,-1
-4.0,37081.0,0.0,27.0,86.0,4,-1
-2.0,337597.0,0.0,23.0,98.0,4,1
0.0,189355.0,0.0,20.0,86.0,4,-1
-6.0,222227.0,0.0,45.0,77.0,4,-1
-4.0,267054.0,0.0,13.0,60.0,0,-1
-4.0,214645.0,0.0,2.0,62.0,4,-1
-4.0,204236.0,0.0,2.0,74.0,4,-1
-2.0,108129.0,0.0,29.0,98.0,4,1
15022.0,99159.0,0.0,34.0,122.0,4,1
7686.0,196241.0,0.0,43.0,92.0,4,1
0.0,248354.0,0.0,10.0,94.0,2,-1
-2.0,186045.0,0.0,24.0,96.0,4,1
