,0,1,2,3,4,race,income
47,3910.0,186283.0,-1.0,54.0,49.0, White,-1
48,1.0,201069.0,0.0,53.0,19.0, Black,-1
49,0.0,131925.0,0.0,60.0,51.0, White,-1
50,1.0,54451.0,1.0,18.0,18.0, White,-1
51,1.0,280225.0,-2.0,40.0,40.0, Black,-1
52,1.0,216130.0,1.0,22.0,22.0, White,-1
53,14085.0,54174.0,1.0,24.0,60.0, White,1
54,0.0,219452.0,0.0,39.0,55.0, White,-1
55,1.0,110687.0,2.0,22.0,39.0, White,-1
56,1.0,145995.0,-1.0,65.0,40.0, White,-1
57,3102.0,382092.0,-1.0,34.0,50.0, White,1
58,5179.0,170731.0,-1.0,44.0,50.0, White,1
59,1.0,269715.0,-2.0,34.0,40.0, White,-1
60,0.0,101148.0,1.0,33.0,51.0, White,-1
61,1.0,118439.0,-1.0,40.0,40.0, White,-1
62,1.0,31222.0,1.0,30.0,41.0, White,-1
63,1.0,281393.0,1.0,34.0,40.0, White,-1
64,0.0,171816.0,0.0,49.0,41.0, White,-1
65,0.0,109925.0,1.0,42.0,41.0, White,-1
66,15025.0,445395.0,0.0,42.0,60.0, White,1
67,1.0,105471.0,1.0,19.0,18.0, White,-1
68,2.0,170348.0,0.0,48.0,40.0, White,-1
69,1.0,102615.0,-1.0,44.0,48.0, White,-1
70,15025.0,323898.0,-1.0,56.0,44.0, White,1
71,1.0,175633.0,-1.0,45.0,40.0, White,-1
72,1.0,229646.0,-1.0,29.0,39.0, White,-1
73,1.0,388956.0,-1.0,23.0,39.0, White,-1
74,1.0,269046.0,-1.0,46.0,39.0, Other,-1
75,1.0,165369.0,0.0,17.0,40.0, White,-1
76,1.0,75022.0,-1.0,41.0,50.0, White,-1
77,1.0,174388.0,-1.0,70.0,30.0, White,-1
78,2.0,312487.0,-1.0,51.0,40.0, White,-1
79,1.0,72065.0,2.0,22.0,40.0, White,-1
80,1.0,67012.0,-1.0,44.0,49.0, White,-1
81,0.0,213748.0,1.0,25.0,41.0, White,-1
82,1.0,85028.0,0.0,25.0,38.0, White,-1
83,100000.0,223891.0,-1.0,45.0,51.0, White,1
84,0.0,113763.0,-1.0,32.0,48.0, White,-1
85,1.0,170491.0,0.0,45.0,44.0, White,-1
86,0.0,244696.0,0.0,21.0,10.0, White,-1
87,1.0,160640.0,-1.0,56.0,56.0, White,1
88,0.0,228736.0,0.0,25.0,40.0, White,-1
89,7688.0,38449.0,-1.0,44.0,10.0, White,1
90,0.0,292959.0,1.0,62.0,26.0, White,-1
91,0.0,77447.0,0.0,50.0,20.0, Black,-1
92,5179.0,176423.0,0.0,36.0,10.0, White,1
93,-1.0,98998.0,-1.0,60.0,41.0, White,-1
94,1.0,198766.0,1.0,36.0,40.0, Amer-Indian-Eskimo,-1
95,1.0,479306.0,0.0,21.0,40.0, White,-1
96,0.0,235231.0,1.0,27.0,40.0, White,-1
97,2.0,164884.0,-1.0,49.0,39.0, White,-1
98,2.0,272097.0,-1.0,60.0,40.0, White,1
99,1.0,169708.0,2.0,23.0,41.0, White,-1
100,0.0,189773.0,-1.0,53.0,17.0, White,-1
101,2.0,202201.0,2.0,35.0,34.0, Black,-1
102,2.0,212272.0,1.0,22.0,38.0, Black,-1
103,-1.0,301573.0,0.0,60.0,40.0, White,-1
104,0.0,155242.0,1.0,54.0,28.0, White,-1
105,2.0,75832.0,0.0,37.0,40.0, White,-1
106,1.0,201530.0,-1.0,41.0,40.0, White,-1
107,2599.0,154246.0,1.0,29.0,40.0, White,-1
108,1.0,289238.0,0.0,19.0,15.0, Black,-1
109,1.0,217448.0,1.0,21.0,28.0, White,-1
110,1.0,179029.0,1.0,19.0,48.0, White,-1
111,1.0,149635.0,-1.0,29.0,39.0, White,-1
112,1.0,337278.0,-1.0,29.0,40.0, White,1
113,0.0,30806.0,0.0,22.0,20.0, White,-1
114,1.0,103552.0,-2.0,40.0,39.0, White,-1
115,2.0,206731.0,0.0,28.0,40.0, White,-1
116,1.0,96783.0,-1.0,48.0,40.0, White,-1
117,1.0,200974.0,1.0,25.0,25.0, White,-1
118,1.0,180028.0,1.0,47.0,40.0, White,-1
119,1.0,179878.0,-1.0,45.0,40.0, White,1
120,0.0,198782.0,-1.0,32.0,60.0, White,-1
121,1.0,219265.0,1.0,19.0,24.0, White,-1
122,2.0,248741.0,1.0,19.0,29.0, White,-1
123,1.0,110741.0,-1.0,43.0,40.0, White,-1
124,2.0,181029.0,-2.0,44.0,40.0, White,-1
125,1.0,183800.0,0.0,72.0,26.0, White,-1
126,0.0,42987.0,-2.0,50.0,40.0, White,1
127,1.0,134822.0,1.0,29.0,40.0, White,-1
128,0.0,115448.0,-2.0,28.0,59.0, White,1
129,1.0,241725.0,-1.0,42.0,50.0, White,1
130,1.0,428431.0,0.0,41.0,39.0, White,-1
131,2.0,247855.0,1.0,28.0,40.0, Black,-1
132,0.0,334115.0,0.0,23.0,41.0, White,-1
133,1.0,100809.0,-2.0,42.0,41.0, White,1
134,1.0,244488.0,-1.0,59.0,48.0, Black,-1
135,1.0,142932.0,2.0,32.0,41.0, White,-1
136,1.0,182872.0,-1.0,37.0,60.0, White,1
137,1.0,171132.0,-1.0,48.0,40.0, Black,-1
138,1.0,145411.0,0.0,35.0,35.0, White,-1
139,2.0,306316.0,-1.0,23.0,39.0, White,-1
140,1.0,83836.0,-1.0,47.0,40.0, White,-1
141,1.0,262128.0,2.0,18.0,20.0, Asian-Pac-Islander,-1
142,7689.0,155982.0,-1.0,42.0,55.0, White,1
143,1.0,216400.0,-1.0,45.0,45.0, White,1
144,1.0,159316.0,1.0,36.0,30.0, White,-1
145,-1.0,175004.0,0.0,51.0,30.0, White,-1
146,1.0,26680.0,0.0,46.0,30.0, White,-1
147,1.0,177736.0,-1.0,34.0,40.0, White,1
148,15024.0,124785.0,-1.0,56.0,50.0, White,1
149,2908.0,456745.0,1.0,21.0,31.0, White,-1
150,1.0,216615.0,1.0,29.0,13.0, Black,-1
151,1.0,221568.0,0.0,29.0,32.0, Black,-1
152,1.0,114568.0,-1.0,49.0,20.0, White,-1
153,2.0,315484.0,1.0,24.0,41.0, White,-1
154,-1.0,69775.0,1.0,40.0,45.0, White,1
155,1.0,126120.0,2.0,26.0,39.0, White,-1
156,0.0,102274.0,1.0,28.0,41.0, White,-1
157,0.0,537235.0,1.0,23.0,26.0, White,-1
158,2.0,114367.0,0.0,44.0,39.0, Black,-1
159,0.0,93239.0,-1.0,40.0,41.0, White,-1
160,1.0,43072.0,-1.0,55.0,30.0, White,-1
161,1.0,136930.0,-1.0,33.0,40.0, White,-1
162,1.0,388895.0,-1.0,24.0,45.0, White,-1
163,0.0,142262.0,1.0,29.0,40.0, White,-1
164,0.0,56856.0,0.0,48.0,45.0, White,1
165,1.0,156504.0,-1.0,32.0,39.0, White,1
166,0.0,159037.0,-2.0,58.0,15.0, White,1
167,1.0,190920.0,-1.0,44.0,45.0, White,-1
168,2.0,41889.0,0.0,20.0,25.0, White,-1
169,0.0,137259.0,-1.0,60.0,34.0, White,-1
170,1.0,238053.0,-1.0,55.0,40.0, White,1
171,1.0,189773.0,1.0,36.0,41.0, White,-1
172,0.0,239890.0,2.0,28.0,41.0, White,-1
173,1.0,21184.0,0.0,62.0,60.0, White,-1
174,1.0,67243.0,1.0,50.0,39.0, Black,-1
175,1.0,236402.0,-1.0,37.0,44.0, White,1
176,1.0,325608.0,-1.0,22.0,45.0, White,-1
177,1.0,83422.0,-1.0,39.0,36.0, White,-1
178,1.0,154236.0,-1.0,34.0,50.0, White,1
179,1.0,249908.0,-1.0,36.0,39.0, White,1
180,4651.0,198628.0,1.0,36.0,40.0, White,-1
181,15025.0,321540.0,-1.0,57.0,39.0, White,1
182,0.0,168534.0,-2.0,30.0,38.0, White,1
183,-1.0,203092.0,0.0,40.0,56.0, White,-1
184,2.0,284660.0,-1.0,47.0,40.0, Black,-1
185,0.0,201380.0,-2.0,64.0,7.0, White,-1
186,1.0,59850.0,-2.0,56.0,46.0, White,-1
187,1.0,52763.0,1.0,24.0,51.0, White,-1
188,-2.0,513114.0,1.0,34.0,41.0, Black,-1
189,1.0,199275.0,1.0,25.0,45.0, White,-1
190,0.0,198376.0,-1.0,34.0,40.0, White,1
191,0.0,163218.0,0.0,40.0,50.0, White,1
192,1.0,411057.0,0.0,49.0,37.0, Black,-1
193,-1.0,48579.0,-1.0,80.0,41.0, White,-1
194,2.0,209448.0,1.0,29.0,55.0, Black,-1
195,2.0,56974.0,-1.0,34.0,39.0, White,-1
196,2.0,299208.0,1.0,45.0,45.0, White,-1
197,1.0,240643.0,0.0,44.0,50.0, White,1
198,1.0,355322.0,1.0,21.0,41.0, White,-1
199,1.0,132277.0,-2.0,28.0,40.0, White,1
200,1.0,174872.0,-1.0,50.0,39.0, White,1
201,0.0,142457.0,-1.0,29.0,50.0, White,-1
202,0.0,26730.0,-1.0,59.0,46.0, White,-1
203,0.0,185600.0,-1.0,46.0,40.0, White,-1
204,1.0,175040.0,-1.0,49.0,40.0, White,1
205,0.0,34861.0,-1.0,34.0,54.0, White,-1
206,1.0,411277.0,-1.0,46.0,40.0, Black,-1
207,0.0,143447.0,-1.0,74.0,20.0, White,-1
208,0.0,357157.0,0.0,36.0,50.0, White,1
209,1.0,236871.0,-1.0,31.0,54.0, White,1
210,1.0,53362.0,1.0,20.0,14.0, White,-1
211,1.0,29116.0,1.0,26.0,48.0, White,-1
212,6498.0,213285.0,-2.0,40.0,40.0, White,-1
213,1.0,22477.0,-1.0,39.0,40.0, White,-1
214,0.0,180509.0,1.0,24.0,32.0, Black,-1
215,1.0,37316.0,-1.0,49.0,40.0, White,-1
216,0.0,137824.0,0.0,35.0,32.0, White,-1
217,1.0,447491.0,0.0,20.0,37.0, White,-1
218,1.0,220927.0,0.0,32.0,40.0, White,-1
219,0.0,42264.0,1.0,26.0,46.0, White,-1
220,0.0,162326.0,0.0,33.0,41.0, Asian-Pac-Islander,-1
221,1.0,77707.0,1.0,26.0,42.0, Asian-Pac-Islander,-1
222,2.0,282961.0,1.0,42.0,40.0, White,-1
223,1.0,311268.0,-1.0,53.0,40.0, White,1
224,7689.0,65485.0,-1.0,62.0,41.0, White,1
225,1.0,277267.0,-1.0,42.0,39.0, White,-1
226,15024.0,312101.0,-1.0,46.0,38.0, White,1
227,0.0,169729.0,-1.0,54.0,40.0, White,-1
228,1055.0,270282.0,-1.0,27.0,41.0, White,-1
229,0.0,172756.0,-2.0,77.0,34.0, White,-1
230,1.0,96878.0,2.0,17.0,40.0, White,-1
231,1.0,237959.0,-1.0,38.0,50.0, White,-1
232,1.0,119765.0,1.0,58.0,50.0, Asian-Pac-Islander,-1
233,1.0,236870.0,-1.0,35.0,40.0, White,1
234,0.0,201102.0,-1.0,81.0,28.0, White,-1
235,2.0,147225.0,-1.0,35.0,60.0, White,-1
236,5014.0,152383.0,-1.0,52.0,39.0, White,-1
237,2.0,227976.0,1.0,44.0,27.0, Black,-1
238,1.0,362626.0,1.0,28.0,40.0, White,-1
239,2.0,103445.0,-1.0,32.0,40.0, White,-1
240,0.0,281421.0,1.0,26.0,34.0, White,-1
241,0.0,107306.0,-1.0,57.0,59.0, White,-1
242,1.0,230175.0,1.0,20.0,10.0, White,-1
243,1.0,177504.0,-1.0,62.0,30.0, White,-1
244,0.0,104453.0,1.0,23.0,19.0, White,-1
245,0.0,110352.0,-1.0,42.0,50.0, White,-1
246,1.0,143395.0,-2.0,36.0,40.0, White,-1
247,1.0,107197.0,-1.0,30.0,40.0, White,-1
248,2.0,212954.0,-1.0,48.0,70.0, White,1
249,0.0,138644.0,0.0,44.0,40.0, White,-1
250,1.0,99980.0,1.0,21.0,14.0, White,-1
251,1.0,203729.0,1.0,36.0,51.0, White,-1
252,0.0,313969.0,-1.0,24.0,40.0, White,1
253,-1.0,177950.0,0.0,42.0,42.0, White,-1
254,0.0,193881.0,1.0,28.0,50.0, White,-1
255,1.0,250949.0,1.0,21.0,34.0, White,-1
256,4650.0,57639.0,-2.0,63.0,40.0, Black,-1
257,1.0,281777.0,1.0,42.0,40.0, Black,-1
258,0.0,260792.0,2.0,32.0,40.0, White,-1
259,0.0,245214.0,1.0,73.0,20.0, White,-1
260,1.0,109947.0,0.0,53.0,49.0, White,-1
261,0.0,134904.0,1.0,29.0,41.0, White,-1
262,1.0,100302.0,1.0,31.0,40.0, White,-1
263,0.0,132192.0,2.0,27.0,40.0, White,-1
264,1.0,116386.0,1.0,31.0,41.0, White,-1
265,3104.0,255423.0,-2.0,29.0,39.0, White,1
266,0.0,195800.0,-2.0,62.0,40.0, White,-1
267,2.0,342407.0,-1.0,30.0,25.0, White,-1
268,0.0,65492.0,0.0,22.0,29.0, White,-1
269,1.0,169091.0,0.0,33.0,21.0, White,-1
270,1.0,177231.0,-1.0,27.0,75.0, White,-1
271,3.0,65332.0,-1.0,58.0,40.0, White,1
272,1.0,118954.0,0.0,67.0,39.0, White,1
273,0.0,149352.0,2.0,49.0,39.0, White,-1
274,0.0,237879.0,-2.0,54.0,35.0, White,1
275,1.0,106192.0,1.0,21.0,34.0, Amer-Indian-Eskimo,-1
276,1.0,226398.0,-1.0,44.0,52.0, Black,-1
277,1.0,220762.0,0.0,18.0,25.0, White,-1
278,15024.0,204035.0,-1.0,59.0,50.0, White,1
279,2.0,347402.0,1.0,21.0,60.0, Black,-1
280,0.0,413940.0,-2.0,37.0,40.0, White,1
281,1.0,174211.0,-2.0,33.0,38.0, White,1
282,1.0,145926.0,0.0,26.0,26.0, White,-1
283,2.0,241806.0,-1.0,33.0,39.0, White,-1
284,0.0,265181.0,-1.0,33.0,55.0, Black,-1
285,1.0,171244.0,1.0,42.0,48.0, White,-1
286,1.0,178462.0,1.0,22.0,40.0, Black,-1
287,2.0,157868.0,-1.0,46.0,39.0, White,1
288,1.0,512875.0,-2.0,61.0,39.0, Black,-1
289,1.0,296472.0,1.0,33.0,41.0, Black,-1
290,1.0,171625.0,-1.0,44.0,55.0, White,1
291,2.0,214078.0,-2.0,63.0,40.0, White,-1
292,1.0,172431.0,-1.0,26.0,39.0, White,-1
293,3.0,195494.0,0.0,44.0,40.0, White,-1
294,1.0,316852.0,-1.0,23.0,38.0, White,-1
295,2.0,237867.0,1.0,26.0,40.0, White,-1
296,1.0,236549.0,-1.0,30.0,32.0, White,1
297,1.0,318492.0,1.0,24.0,40.0, White,-1
298,27828.0,163768.0,1.0,34.0,59.0, White,1
299,1.0,240252.0,-1.0,31.0,48.0, White,-1
300,1.0,329991.0,-1.0,40.0,39.0, White,1
301,1.0,170997.0,1.0,30.0,39.0, White,-1
302,1.0,34754.0,0.0,39.0,37.0, White,-1
303,1.0,98123.0,-1.0,29.0,40.0, White,-1
304,1.0,109678.0,0.0,20.0,15.0, White,-1
305,0.0,263703.0,1.0,36.0,41.0, Black,-1
306,1.0,147439.0,0.0,35.0,40.0, White,-1
307,0.0,224252.0,2.0,24.0,40.0, White,-1
308,0.0,212908.0,-1.0,43.0,60.0, White,1
309,3103.0,136717.0,-2.0,51.0,83.0, Asian-Pac-Islander,-1
310,0.0,38585.0,0.0,55.0,45.0, White,1
311,1.0,197211.0,0.0,22.0,39.0, White,-1
312,0.0,182807.0,-1.0,52.0,57.0, White,-1
313,4935.0,184540.0,-1.0,47.0,45.0, White,1
314,4065.0,145240.0,1.0,37.0,35.0, White,-1
315,1.0,43365.0,-1.0,53.0,42.0, White,1
316,0.0,318877.0,0.0,21.0,40.0, White,-1
317,1.0,355721.0,1.0,21.0,25.0, White,-1
318,0.0,98790.0,-1.0,38.0,40.0, White,1
319,1.0,257567.0,-1.0,68.0,40.0, Black,1
320,2.0,102269.0,-1.0,23.0,40.0, White,-1
321,0.0,170301.0,-1.0,57.0,40.0, White,-1
322,1.0,243419.0,-1.0,39.0,40.0, White,-1
323,1.0,55611.0,-2.0,50.0,39.0, White,-1
324,1.0,248067.0,0.0,26.0,39.0, White,-1
325,1.0,95544.0,-1.0,34.0,50.0, White,-1
326,1.0,54051.0,-1.0,47.0,42.0, White,-1
327,1.0,161253.0,1.0,18.0,15.0, White,-1
328,0.0,388736.0,-1.0,43.0,57.0, White,1
329,15024.0,71823.0,-2.0,63.0,50.0, White,1
330,1.0,228226.0,0.0,19.0,20.0, White,-1
331,0.0,303133.0,0.0,20.0,44.0, White,-1
332,1.0,78030.0,-1.0,59.0,40.0, White,1
333,3676.0,249263.0,0.0,44.0,42.0, White,-1
334,1.0,89120.0,-1.0,36.0,50.0, White,1
335,2.0,304307.0,1.0,22.0,40.0, White,-1
336,2.0,196240.0,-1.0,45.0,55.0, White,-1
337,2.0,197881.0,0.0,58.0,39.0, White,-1
338,1.0,48073.0,-1.0,37.0,79.0, White,-1
339,1.0,253609.0,-1.0,51.0,48.0, White,-1
340,2.0,39267.0,-1.0,30.0,40.0, White,1
341,2174.0,56164.0,1.0,35.0,41.0, White,-1
342,1.0,179419.0,-2.0,30.0,38.0, White,-1
343,1.0,252459.0,-1.0,40.0,45.0, White,1
344,10606.0,275928.0,-1.0,68.0,40.0, White,1
345,0.0,106574.0,1.0,29.0,51.0, White,1
346,100001.0,198663.0,-1.0,43.0,40.0, Black,1
347,5179.0,107322.0,-1.0,60.0,50.0, White,1
348,1.0,181905.0,1.0,28.0,39.0, White,-1
349,2.0,106026.0,-1.0,32.0,40.0, White,-1
350,0.0,320003.0,-1.0,47.0,39.0, White,-1
351,1.0,198007.0,0.0,24.0,30.0, White,-1
352,1.0,173551.0,0.0,38.0,40.0, White,-1
353,1.0,207574.0,0.0,36.0,10.0, White,1
354,2.0,224472.0,-1.0,33.0,84.0, White,1
355,0.0,123374.0,-1.0,37.0,50.0, Black,1
356,0.0,90422.0,1.0,34.0,46.0, White,-1
357,99999.0,165017.0,-1.0,50.0,79.0, White,1
358,1.0,149586.0,1.0,33.0,41.0, Black,-1
359,0.0,249469.0,2.0,36.0,40.0, Black,-1
360,1.0,149906.0,-1.0,38.0,41.0, White,-1
361,1.0,292996.0,-1.0,46.0,60.0, White,-1
362,1.0,50233.0,-2.0,58.0,24.0, White,-1
363,0.0,400084.0,-1.0,30.0,39.0, White,-1
364,1.0,197409.0,-1.0,57.0,50.0, White,1
365,1.0,209563.0,-1.0,43.0,25.0, White,1
366,1.0,52443.0,-1.0,43.0,69.0, White,-1
367,0.0,355988.0,-1.0,45.0,58.0, White,1
368,0.0,48227.0,0.0,36.0,7.0, White,-1
369,3.0,190879.0,-1.0,27.0,38.0, White,-1
370,1.0,278400.0,-1.0,23.0,67.0, White,-1
371,1.0,203221.0,0.0,42.0,39.0, White,-1
372,1.0,279185.0,-1.0,26.0,40.0, White,-1
373,-1.0,194603.0,-1.0,47.0,43.0, White,-1
374,0.0,198823.0,1.0,36.0,44.0, White,-1
375,1.0,187304.0,-1.0,42.0,40.0, White,1
376,0.0,304400.0,0.0,30.0,40.0, Asian-Pac-Islander,-1
377,1.0,154844.0,1.0,26.0,41.0, Asian-Pac-Islander,-1
378,0.0,73414.0,-2.0,73.0,9.0, White,-1
379,1.0,100354.0,1.0,26.0,15.0, White,-1
380,0.0,126330.0,-1.0,45.0,39.0, Black,1
381,0.0,142238.0,-1.0,28.0,41.0, White,-1
382,1.0,113577.0,0.0,61.0,34.0, White,1
383,1.0,225348.0,1.0,55.0,35.0, Black,-1
384,2.0,211216.0,-1.0,29.0,100.0, White,1
385,1.0,200816.0,-1.0,45.0,35.0, White,-1
386,2.0,220627.0,0.0,52.0,37.0, Black,-1
387,1.0,210500.0,1.0,42.0,41.0, White,-1
388,0.0,369743.0,1.0,65.0,39.0, White,-1
389,1.0,29885.0,-1.0,51.0,55.0, White,1
390,0.0,138204.0,-1.0,52.0,50.0, White,1
391,2.0,224244.0,1.0,32.0,40.0, Black,-1
392,0.0,188754.0,1.0,50.0,51.0, White,-1
393,2.0,183781.0,1.0,28.0,40.0, White,-1
394,3418.0,155051.0,0.0,43.0,40.0, White,-1
395,1.0,79596.0,0.0,37.0,59.0, Asian-Pac-Islander,-1
396,1.0,355795.0,-1.0,45.0,45.0, Asian-Pac-Islander,1
397,0.0,156169.0,-2.0,64.0,16.0, White,-1
398,1.0,116373.0,-1.0,38.0,45.0, Asian-Pac-Islander,-1
399,0.0,59301.0,-1.0,46.0,40.0, White,-1
400,0.0,138880.0,1.0,43.0,41.0, White,-1
401,1.0,185895.0,2.0,28.0,20.0, White,-1
402,1.0,40305.0,1.0,18.0,26.0, White,-1
403,1.0,500078.0,-1.0,27.0,36.0, White,-1
404,1.0,51504.0,-1.0,43.0,65.0, White,-1
405,2.0,179491.0,1.0,36.0,55.0, White,-1
406,1.0,365920.0,0.0,40.0,40.0, White,-1
407,1.0,284353.0,1.0,27.0,41.0, White,-1
408,1.0,204872.0,1.0,30.0,39.0, White,-1
409,0.0,272488.0,0.0,40.0,24.0, White,1
410,3.0,175137.0,-1.0,38.0,41.0, White,-1
411,1.0,118950.0,1.0,36.0,40.0, White,1
412,1056.0,164349.0,0.0,20.0,70.0, White,-1
413,0.0,213305.0,1.0,22.0,25.0, White,-1
414,1.0,55464.0,-1.0,41.0,39.0, White,-1
415,3.0,280299.0,-1.0,50.0,40.0, White,1
416,1.0,446904.0,-2.0,31.0,30.0, White,-1
417,0.0,67092.0,0.0,37.0,38.0, Asian-Pac-Islander,-1
418,100000.0,159235.0,-1.0,54.0,40.0, White,1
419,0.0,168553.0,1.0,54.0,41.0, White,-1
420,1.0,88148.0,-3.0,64.0,41.0, Other,-1
421,1.0,150318.0,-1.0,37.0,41.0, White,-1
422,1.0,123008.0,1.0,26.0,39.0, White,-1
423,0.0,302208.0,1.0,25.0,46.0, White,-1
424,116.0,210993.0,1.0,27.0,39.0, Black,-1
425,1.0,177150.0,1.0,41.0,40.0, White,1
426,1.0,113847.0,-1.0,62.0,40.0, White,-1
427,2.0,97175.0,2.0,31.0,39.0, White,-1
428,1.0,104308.0,1.0,48.0,45.0, White,-1
429,0.0,192039.0,0.0,24.0,34.0, White,-1
430,2.0,115941.0,-1.0,65.0,50.0, White,-1
431,1.0,147290.0,1.0,22.0,19.0, Other,-1
432,1.0,185443.0,1.0,34.0,39.0, Black,1
433,1.0,599066.0,1.0,30.0,38.0, Black,-1
434,0.0,50637.0,0.0,20.0,19.0, Black,-1
435,0.0,71481.0,-1.0,63.0,39.0, White,-1
436,0.0,183991.0,-1.0,33.0,55.0, White,1
437,0.0,26593.0,-1.0,77.0,6.0, White,-1
438,0.0,196868.0,-1.0,47.0,59.0, White,-1
439,0.0,162495.0,-1.0,32.0,50.0, White,1
440,2581.0,65288.0,0.0,33.0,40.0, White,-1
441,0.0,102271.0,-1.0,24.0,40.0, White,-1
442,0.0,196959.0,1.0,26.0,40.0, White,-1
443,0.0,233160.0,-1.0,43.0,59.0, White,-1
444,1.0,42866.0,1.0,19.0,19.0, White,-1
445,1.0,118075.0,-2.0,44.0,55.0, White,1
446,3412.0,169273.0,-1.0,41.0,49.0, White,-1
447,0.0,95121.0,1.0,28.0,41.0, White,-1
448,0.0,161106.0,2.0,23.0,40.0, White,-1
449,2175.0,345264.0,2.0,22.0,40.0, Other,-1
450,1.0,111285.0,0.0,38.0,40.0, White,-1
451,0.0,178888.0,-1.0,66.0,46.0, White,-1
452,0.0,157251.0,-2.0,44.0,40.0, White,1
453,1.0,155674.0,2.0,47.0,45.0, White,-1
454,-1.0,322671.0,2.0,27.0,41.0, White,-1
455,1.0,208514.0,1.0,24.0,42.0, White,-1
456,1.0,225058.0,1.0,18.0,34.0, White,-1
457,0.0,20321.0,-1.0,37.0,65.0, White,1
458,1.0,124760.0,2.0,26.0,35.0, White,-1
459,1.0,113375.0,-1.0,32.0,38.0, White,-1
460,0.0,196909.0,1.0,53.0,38.0, White,-1
461,1.0,168180.0,0.0,37.0,40.0, White,-1
462,0.0,205351.0,-1.0,39.0,60.0, White,-1
463,0.0,98810.0,-1.0,45.0,37.0, White,-1
464,0.0,226462.0,0.0,46.0,39.0, White,-1
465,1.0,479187.0,2.0,32.0,41.0, White,-1
466,0.0,472005.0,-2.0,49.0,40.0, Black,1
467,1.0,44738.0,-1.0,50.0,40.0, White,-1
468,1.0,33129.0,-1.0,31.0,39.0, White,-1
469,1.0,264886.0,0.0,20.0,40.0, White,-1
470,0.0,47246.0,0.0,20.0,19.0, White,-1
471,0.0,293642.0,0.0,29.0,12.0, White,-1
472,1.0,193130.0,-1.0,30.0,50.0, White,-1
473,0.0,149361.0,0.0,41.0,41.0, White,1
474,2908.0,129183.0,1.0,22.0,39.0, White,-1
475,-1.0,151265.0,0.0,75.0,73.0, White,-1
476,4509.0,98890.0,-1.0,38.0,38.0, White,-1
477,1.0,238684.0,1.0,25.0,40.0, White,-1
478,2.0,138000.0,1.0,33.0,19.0, White,-1
479,1.0,85951.0,-1.0,53.0,32.0, White,-1
480,0.0,85796.0,1.0,41.0,28.0, White,-1
481,0.0,174803.0,-2.0,31.0,40.0, White,-1
482,1.0,457172.0,1.0,21.0,16.0, Black,-1
483,27828.0,176040.0,-1.0,48.0,51.0, White,1
484,1.0,88603.0,-1.0,77.0,36.0, White,-1
