,0,1,2,3,4,race,income
112,0.0,337502.0,0.0,56.0,48.0, White,1
113,4065.0,377878.0,0.0,30.0,24.0, White,-1
114,1.0,102873.0,1.0,37.0,40.0, White,-1
115,1.0,95653.0,-2.0,53.0,51.0, White,-1
116,1.0,303100.0,-1.0,56.0,49.0, White,-1
117,0.0,197383.0,-1.0,48.0,40.0, Black,1
118,1.0,247562.0,-1.0,55.0,55.0, White,-1
119,1.0,102642.0,1.0,25.0,42.0, White,-1
120,1.0,199925.0,1.0,22.0,38.0, White,-1
121,0.0,118867.0,-1.0,41.0,60.0, White,-1
122,0.0,77157.0,1.0,30.0,39.0, Black,-1
123,-1.0,268002.0,0.0,29.0,50.0, White,1
124,1.0,301617.0,1.0,19.0,33.0, Black,-1
125,0.0,287841.0,0.0,50.0,40.0, White,1
126,1.0,113426.0,2.0,21.0,27.0, White,-1
127,1.0,114950.0,1.0,31.0,40.0, White,1
128,0.0,129316.0,-2.0,36.0,40.0, White,-1
129,1.0,365750.0,-1.0,41.0,40.0, White,-1
130,1.0,69632.0,2.0,30.0,61.0, White,-1
131,1.0,45094.0,1.0,27.0,40.0, White,-1
132,4386.0,120995.0,-1.0,40.0,34.0, White,-1
133,0.0,254215.0,-1.0,37.0,50.0, White,-1
134,1.0,146206.0,0.0,48.0,37.0, Black,-1
135,1.0,125947.0,-2.0,38.0,40.0, White,1
136,0.0,56930.0,-1.0,45.0,59.0, White,-1
137,1.0,163138.0,1.0,28.0,35.0, White,-1
138,1.0,34320.0,1.0,20.0,19.0, White,-1
139,1.0,81984.0,-1.0,50.0,39.0, Asian-Pac-Islander,1
140,1.0,66624.0,-1.0,63.0,40.0, White,-1
141,1.0,232791.0,1.0,28.0,39.0, White,-1
142,1.0,316879.0,1.0,18.0,27.0, White,-1
143,1.0,198158.0,1.0,46.0,41.0, White,1
144,1.0,105385.0,1.0,71.0,39.0, White,-1
145,3.0,185823.0,1.0,34.0,30.0, Black,-1
146,1.0,175385.0,-1.0,22.0,22.0, White,-1
147,1.0,108302.0,0.0,39.0,23.0, White,-1
148,1.0,183419.0,-1.0,65.0,41.0, White,-1
149,0.0,174673.0,-2.0,45.0,40.0, White,-1
150,1.0,186019.0,0.0,47.0,36.0, White,-1
151,1.0,198192.0,2.0,37.0,41.0, White,-1
152,0.0,163015.0,1.0,35.0,41.0, Asian-Pac-Islander,-1
153,1.0,296168.0,1.0,23.0,35.0, White,-1
154,0.0,252914.0,-2.0,54.0,46.0, White,1
155,1.0,187725.0,-1.0,50.0,46.0, White,-1
156,0.0,214556.0,0.0,24.0,41.0, White,-1
157,1.0,496049.0,0.0,72.0,-1.0, Black,-1
158,1.0,191545.0,-1.0,32.0,61.0, White,-1
159,0.0,228469.0,0.0,43.0,48.0, Black,-1
160,0.0,38320.0,-3.0,70.0,21.0, White,-1
161,2.0,252761.0,1.0,28.0,39.0, White,-1
162,2.0,78388.0,-1.0,48.0,40.0, Asian-Pac-Islander,-1
163,0.0,88428.0,1.0,31.0,41.0, Asian-Pac-Islander,-1
164,0.0,201094.0,-1.0,46.0,39.0, White,1
165,2.0,207167.0,-1.0,37.0,37.0, White,-1
166,0.0,235498.0,1.0,41.0,43.0, White,-1
167,1.0,102643.0,1.0,48.0,40.0, White,-1
168,1.0,25836.0,0.0,18.0,17.0, White,-1
169,-1.0,54836.0,0.0,66.0,21.0, White,-1
170,1.0,126943.0,1.0,29.0,40.0, White,-1
171,1.0,175335.0,0.0,29.0,40.0, White,-1
172,1.0,98049.0,-1.0,51.0,39.0, White,1
173,0.0,428044.0,1.0,29.0,51.0, White,-1
174,-1.0,149637.0,0.0,28.0,40.0, White,1
175,1.0,253822.0,0.0,30.0,25.0, White,-1
176,1.0,312966.0,1.0,23.0,40.0, Black,-1
177,1.0,483787.0,0.0,36.0,41.0, Black,-1
178,1.0,183940.0,1.0,19.0,11.0, White,-1
179,0.0,37287.0,-1.0,33.0,65.0, White,-1
180,0.0,181355.0,-1.0,44.0,37.0, Black,1
181,1.0,114590.0,0.0,45.0,40.0, White,-1
182,1.0,633753.0,1.0,32.0,45.0, Black,-1
183,1.0,286374.0,-1.0,38.0,39.0, White,1
184,0.0,29065.0,-1.0,37.0,41.0, White,1
185,1.0,304040.0,0.0,35.0,40.0, Black,-1
186,-1.0,143142.0,-1.0,44.0,40.0, White,-1
187,-1.0,135119.0,-2.0,55.0,51.0, White,-1
188,1.0,99941.0,0.0,34.0,50.0, White,-1
189,0.0,109583.0,-1.0,58.0,1.0, White,1
190,1.0,155232.0,-1.0,39.0,28.0, Black,-1
191,1.0,159578.0,-1.0,23.0,39.0, White,-1
192,-1.0,523924.0,-1.0,41.0,40.0, Black,-1
193,1.0,120949.0,-1.0,47.0,44.0, White,-1
194,-1.0,130773.0,-2.0,41.0,24.0, White,-1
195,2.0,197390.0,-2.0,23.0,39.0, White,-1
196,1.0,99385.0,-1.0,38.0,40.0, White,-1
197,14084.0,56809.0,0.0,44.0,56.0, White,1
198,7299.0,139005.0,-1.0,37.0,40.0, White,1
199,0.0,32930.0,1.0,26.0,40.0, White,-1
200,1.0,399206.0,1.0,29.0,41.0, White,-1
201,0.0,170665.0,0.0,19.0,40.0, White,-1
202,0.0,259337.0,-1.0,52.0,50.0, White,1
203,0.0,256166.0,1.0,43.0,40.0, White,-1
204,1.0,48220.0,1.0,40.0,35.0, White,-1
205,1.0,140170.0,1.0,19.0,41.0, White,-1
206,7298.0,128771.0,-1.0,36.0,35.0, Black,1
207,1.0,36280.0,-1.0,38.0,61.0, White,-1
208,15025.0,210571.0,0.0,61.0,35.0, White,1
209,1.0,65374.0,1.0,18.0,13.0, White,-1
210,1.0,160953.0,-1.0,44.0,40.0, Black,-1
211,1.0,208368.0,-1.0,39.0,40.0, White,1
212,1.0,153799.0,1.0,37.0,40.0, Amer-Indian-Eskimo,-1
213,1.0,85825.0,-1.0,62.0,40.0, Asian-Pac-Islander,-1
214,1.0,125421.0,-1.0,53.0,40.0, White,1
215,0.0,635927.0,1.0,39.0,61.0, Black,1
216,1.0,313332.0,0.0,52.0,41.0, White,-1
217,0.0,182622.0,-1.0,38.0,50.0, White,-1
218,0.0,109447.0,-1.0,45.0,55.0, White,-1
219,2.0,255011.0,1.0,27.0,41.0, White,-1
220,1.0,197871.0,-2.0,31.0,39.0, White,-1
221,0.0,187660.0,-3.0,65.0,41.0, White,-1
222,1.0,53960.0,1.0,92.0,40.0, Black,-1
223,1.0,176691.0,0.0,55.0,20.0, Black,-1
224,0.0,140359.0,1.0,53.0,36.0, White,-1
225,1.0,243321.0,1.0,20.0,40.0, White,-1
226,1.0,24222.0,-2.0,62.0,11.0, Amer-Indian-Eskimo,-1
227,1409.0,167697.0,-1.0,67.0,48.0, White,-1
228,0.0,314220.0,1.0,74.0,21.0, White,-1
229,1.0,176805.0,0.0,68.0,41.0, White,-1
230,3676.0,538591.0,0.0,36.0,41.0, Black,-1
231,2.0,130416.0,-1.0,44.0,38.0, Black,-1
232,1.0,159743.0,2.0,26.0,42.0, White,-1
233,1.0,110987.0,-1.0,36.0,39.0, Other,-1
234,1.0,76730.0,1.0,29.0,56.0, White,1
235,0.0,268710.0,0.0,60.0,39.0, White,-1
236,0.0,170535.0,3.0,42.0,38.0, White,-1
237,1.0,180152.0,-1.0,41.0,50.0, White,1
238,0.0,115091.0,-1.0,39.0,70.0, White,1
239,2.0,115468.0,1.0,24.0,40.0, White,-1
240,0.0,347903.0,-1.0,40.0,40.0, White,1
241,0.0,196010.0,0.0,44.0,18.0, White,-1
242,1.0,273918.0,1.0,24.0,50.0, White,-1
243,0.0,119168.0,0.0,20.0,19.0, White,-1
244,1.0,181240.0,-1.0,40.0,40.0, White,-1
245,1.0,203590.0,0.0,56.0,36.0, White,-1
246,1.0,236606.0,0.0,59.0,45.0, White,1
247,1.0,183925.0,1.0,35.0,34.0, White,-1
248,1.0,209567.0,0.0,40.0,60.0, White,1
249,1.0,153151.0,0.0,45.0,41.0, White,-1
250,1.0,112778.0,0.0,43.0,40.0, White,1
251,0.0,390794.0,1.0,44.0,40.0, Black,-1
252,1.0,171334.0,0.0,60.0,29.0, Black,-1
253,0.0,27393.0,2.0,18.0,39.0, White,-1
254,2.0,259025.0,1.0,59.0,20.0, White,-1
255,0.0,303054.0,-1.0,42.0,37.0, Asian-Pac-Islander,1
256,1.0,117798.0,1.0,22.0,39.0, White,-1
257,1.0,172588.0,0.0,35.0,29.0, White,-1
258,0.0,187677.0,0.0,47.0,46.0, White,-1
259,1.0,204522.0,-1.0,52.0,41.0, White,-1
260,0.0,150054.0,-1.0,37.0,40.0, White,-1
261,1.0,98101.0,-1.0,46.0,60.0, White,-1
262,1.0,245926.0,1.0,17.0,12.0, White,-1
263,4065.0,146023.0,-1.0,59.0,39.0, White,-1
264,1.0,378330.0,-1.0,27.0,41.0, White,-1
265,0.0,257306.0,-1.0,37.0,74.0, Asian-Pac-Islander,1
266,0.0,218968.0,1.0,18.0,23.0, White,-1
267,1.0,21184.0,-1.0,66.0,40.0, White,1
268,0.0,185492.0,1.0,35.0,46.0, White,-1
269,1.0,222214.0,0.0,37.0,40.0, White,1
270,1.0,69877.0,-1.0,63.0,40.0, White,1
271,1056.0,191266.0,1.0,17.0,24.0, White,-1
272,2407.0,30668.0,-1.0,51.0,96.0, White,-1
273,0.0,209123.0,1.0,27.0,35.0, White,-1
274,1.0,70385.0,-1.0,32.0,40.0, White,-1
275,1.0,477993.0,-2.0,44.0,40.0, Black,-1
276,7299.0,170935.0,-1.0,45.0,39.0, White,1
277,1.0,190184.0,1.0,38.0,40.0, White,-1
278,1.0,193796.0,1.0,26.0,39.0, White,-1
279,7299.0,279482.0,0.0,25.0,47.0, White,1
280,0.0,34930.0,1.0,23.0,15.0, White,-1
281,5178.0,97699.0,-1.0,42.0,39.0, White,1
282,2.0,175424.0,0.0,36.0,45.0, Black,-1
283,0.0,173972.0,-1.0,62.0,43.0, White,-1
284,1.0,205769.0,0.0,22.0,40.0, White,-1
285,15024.0,425175.0,-2.0,58.0,40.0, White,1
286,1.0,220547.0,-1.0,41.0,60.0, White,1
287,1.0,176620.0,-1.0,51.0,44.0, White,-1
288,0.0,372000.0,1.0,28.0,41.0, White,-1
289,1.0,193888.0,-1.0,50.0,41.0, White,-1
290,0.0,200365.0,-1.0,36.0,45.0, White,-1
291,1.0,127603.0,-1.0,34.0,41.0, White,-1
292,0.0,220433.0,1.0,29.0,57.0, White,-1
293,1.0,231941.0,1.0,21.0,44.0, White,-1
294,1.0,248414.0,1.0,29.0,40.0, Black,-1
295,2.0,111105.0,-1.0,66.0,16.0, White,-1
296,0.0,57436.0,-1.0,39.0,61.0, White,-1
297,3464.0,157458.0,-1.0,41.0,41.0, Asian-Pac-Islander,-1
298,1.0,278140.0,1.0,26.0,40.0, White,-1
299,1.0,169478.0,-1.0,40.0,81.0, White,-1
300,7688.0,146282.0,0.0,48.0,40.0, White,1
301,1.0,153728.0,1.0,23.0,24.0, Asian-Pac-Islander,-1
302,2.0,217470.0,-1.0,32.0,45.0, White,1
303,4387.0,238647.0,-1.0,56.0,40.0, White,1
304,1.0,303306.0,1.0,26.0,39.0, Asian-Pac-Islander,-1
305,1.0,173330.0,0.0,46.0,41.0, White,-1
306,1.0,193957.0,2.0,27.0,46.0, White,-1
307,1.0,83093.0,2.0,48.0,34.0, White,-1
308,1.0,193828.0,1.0,35.0,40.0, White,1
309,1.0,34998.0,-1.0,41.0,52.0, White,1
310,0.0,59319.0,1.0,27.0,41.0, White,-1
311,7299.0,142911.0,-1.0,35.0,35.0, Asian-Pac-Islander,1
312,0.0,860359.0,0.0,20.0,24.0, Black,-1
313,-1.0,205619.0,-1.0,38.0,40.0, Black,1
314,1.0,199708.0,1.0,22.0,14.0, White,-1
315,1.0,191965.0,1.0,24.0,40.0, White,-1
316,0.0,138724.0,-1.0,77.0,38.0, White,-1
317,1.0,399089.0,-2.0,22.0,39.0, White,-1
318,1.0,423167.0,1.0,31.0,40.0, White,-1
319,0.0,159850.0,0.0,65.0,24.0, White,-1
320,0.0,174318.0,-1.0,41.0,39.0, White,-1
321,1.0,51852.0,-1.0,44.0,49.0, White,-1
322,2.0,186120.0,-1.0,37.0,46.0, White,-1
323,1.0,200388.0,1.0,32.0,42.0, White,-1
324,0.0,174324.0,-1.0,78.0,9.0, White,-1
325,0.0,78393.0,-1.0,64.0,43.0, White,-1
326,0.0,211613.0,0.0,23.0,15.0, Black,-1
327,1.0,189624.0,0.0,45.0,49.0, White,1
328,0.0,321181.0,-2.0,59.0,39.0, White,-1
329,2052.0,127931.0,1.0,68.0,56.0, White,-1
330,1.0,206576.0,1.0,43.0,45.0, Black,-1
331,0.0,224577.0,2.0,27.0,41.0, White,-1
332,1.0,178698.0,1.0,47.0,40.0, White,-1
333,1.0,98552.0,0.0,54.0,40.0, White,-1
334,2.0,242616.0,-1.0,54.0,40.0, White,-1
335,1.0,270945.0,0.0,17.0,46.0, White,-1
336,1.0,94244.0,1.0,33.0,40.0, White,-1
337,1.0,71209.0,1.0,51.0,61.0, White,-1
338,2.0,104120.0,1.0,20.0,30.0, Black,-1
339,1.0,261202.0,-1.0,46.0,39.0, Black,-1
340,1.0,94948.0,2.0,27.0,41.0, White,-1
341,7299.0,296490.0,-1.0,38.0,40.0, White,1
342,7299.0,119282.0,0.0,37.0,40.0, White,1
343,1.0,85053.0,1.0,35.0,20.0, White,-1
344,1.0,293374.0,2.0,23.0,39.0, Black,-1
345,-1.0,241908.0,1.0,44.0,42.0, White,-1
346,0.0,36144.0,-2.0,67.0,9.0, White,-1
347,1.0,152001.0,-2.0,31.0,40.0, White,-1
348,1.0,101141.0,1.0,56.0,25.0, White,-1
349,0.0,156477.0,1.0,31.0,25.0, White,-1
350,0.0,117977.0,-1.0,34.0,40.0, White,1
351,1.0,192272.0,-1.0,27.0,39.0, White,-1
352,0.0,111377.0,-1.0,34.0,40.0, White,1
353,1.0,329760.0,-1.0,45.0,31.0, White,-1
354,-1.0,372035.0,-2.0,59.0,40.0, White,1
355,0.0,95442.0,-1.0,39.0,40.0, White,1
356,1.0,161408.0,0.0,66.0,40.0, Other,-1
357,1.0,96140.0,-1.0,39.0,40.0, White,1
358,1.0,111958.0,1.0,45.0,35.0, White,-1
359,0.0,117131.0,-2.0,26.0,40.0, White,-1
360,2.0,348028.0,0.0,38.0,23.0, White,-1
361,1.0,270106.0,-1.0,63.0,40.0, White,1
362,1.0,180623.0,-1.0,43.0,45.0, White,-1
363,0.0,176153.0,-1.0,45.0,46.0, White,1
364,0.0,410448.0,0.0,24.0,56.0, White,-1
365,1.0,92272.0,-1.0,30.0,40.0, White,-1
366,0.0,183091.0,-1.0,56.0,43.0, White,-1
367,1.0,362600.0,2.0,24.0,16.0, White,-1
368,0.0,212461.0,-1.0,60.0,46.0, White,1
369,2.0,481068.0,-1.0,42.0,40.0, White,-1
370,1.0,185895.0,1.0,28.0,14.0, White,-1
371,1.0,89829.0,1.0,17.0,10.0, White,-1
372,0.0,184030.0,0.0,38.0,38.0, White,1
373,1.0,256659.0,-1.0,45.0,40.0, Black,-1
374,1.0,160333.0,1.0,47.0,41.0, Black,-1
375,0.0,350855.0,2.0,20.0,9.0, White,-1
376,1.0,267413.0,0.0,37.0,40.0, White,-1
377,1.0,35643.0,1.0,24.0,40.0, White,-1
378,0.0,80929.0,-1.0,49.0,30.0, White,-1
379,1.0,172936.0,-1.0,39.0,50.0, White,-1
380,2.0,174329.0,-1.0,56.0,41.0, White,-1
381,1.0,217297.0,-2.0,49.0,46.0, White,-1
382,1.0,345002.0,-1.0,26.0,39.0, White,-1
383,1.0,108708.0,-1.0,48.0,40.0, White,-1
384,1.0,117322.0,0.0,37.0,39.0, White,-1
385,1.0,396108.0,1.0,26.0,25.0, White,-1
386,1.0,134162.0,0.0,30.0,40.0, White,-1
387,1.0,164453.0,1.0,46.0,5.0, White,1
388,1.0,25439.0,2.0,20.0,15.0, White,-1
389,1.0,232400.0,1.0,22.0,39.0, White,-1
390,1.0,220107.0,0.0,38.0,39.0, White,1
391,0.0,301316.0,1.0,29.0,51.0, White,-1
392,0.0,277959.0,1.0,48.0,39.0, White,-1
393,7687.0,98115.0,0.0,34.0,46.0, White,1
394,1.0,196173.0,1.0,37.0,35.0, White,-1
395,1.0,115572.0,-1.0,44.0,39.0, White,-1
396,2.0,96985.0,-2.0,47.0,39.0, White,-1
397,0.0,137309.0,0.0,23.0,35.0, White,-1
398,0.0,86886.0,-1.0,26.0,55.0, White,1
399,0.0,132192.0,-1.0,53.0,50.0, White,1
400,1.0,416114.0,0.0,20.0,39.0, White,-1
401,1.0,108584.0,1.0,30.0,39.0, White,-1
402,0.0,288367.0,0.0,50.0,40.0, White,1
403,1.0,227699.0,-1.0,35.0,65.0, White,-1
404,1.0,168664.0,-1.0,27.0,40.0, Other,-1
405,1.0,447374.0,-1.0,43.0,65.0, White,1
406,1.0,110155.0,0.0,29.0,40.0, White,-1
407,0.0,317263.0,-1.0,48.0,24.0, White,-1
408,0.0,125045.0,-1.0,30.0,39.0, White,1
409,1.0,364668.0,-1.0,33.0,49.0, White,-1
410,0.0,42356.0,-1.0,42.0,23.0, Black,-1
411,2.0,241960.0,0.0,27.0,40.0, Black,-1
412,2.0,118510.0,-1.0,36.0,39.0, White,-1
413,15025.0,188403.0,-2.0,47.0,60.0, White,1
414,0.0,1033233.0,0.0,30.0,39.0, White,-1
415,1.0,92449.0,0.0,37.0,51.0, White,1
416,1.0,190765.0,-2.0,50.0,39.0, White,-1
417,1.0,426024.0,1.0,31.0,19.0, White,-1
418,0.0,243875.0,0.0,33.0,41.0, Black,-1
419,2.0,240292.0,0.0,37.0,40.0, White,-1
420,1.0,61787.0,-1.0,20.0,29.0, White,-1
421,2177.0,175032.0,0.0,17.0,19.0, White,-1
422,-1.0,92016.0,1.0,35.0,40.0, White,1
423,1.0,188411.0,-1.0,31.0,40.0, White,-1
424,3.0,228534.0,1.0,36.0,35.0, White,-1
425,2.0,133383.0,-1.0,26.0,60.0, White,-1
426,0.0,256613.0,0.0,38.0,41.0, White,-1
427,1.0,204664.0,0.0,24.0,73.0, White,-1
428,1.0,222299.0,-1.0,65.0,40.0, White,1
429,0.0,287494.0,-1.0,47.0,40.0, White,-1
430,-1.0,107773.0,-1.0,82.0,25.0, White,-1
431,0.0,202530.0,0.0,17.0,41.0, White,-1
432,2172.0,204128.0,0.0,42.0,40.0, White,-1
433,1.0,29674.0,1.0,32.0,24.0, White,1
434,1.0,118349.0,1.0,27.0,40.0, Asian-Pac-Islander,-1
435,1.0,208419.0,-1.0,34.0,50.0, White,1
436,594.0,284853.0,1.0,35.0,60.0, Black,-1
437,1.0,117028.0,1.0,35.0,40.0, White,-1
438,1.0,81292.0,0.0,23.0,39.0, White,-1
439,0.0,340158.0,1.0,43.0,39.0, White,-1
440,0.0,363438.0,1.0,30.0,41.0, White,-1
441,1.0,45866.0,0.0,48.0,29.0, White,-1
442,0.0,191084.0,0.0,25.0,40.0, White,-1
443,1.0,116642.0,-1.0,44.0,39.0, White,1
444,1.0,405860.0,1.0,28.0,40.0, White,-1
445,1.0,298237.0,1.0,21.0,35.0, White,-1
446,1.0,290530.0,0.0,48.0,40.0, Black,-1
447,1.0,56925.0,-1.0,53.0,40.0, Amer-Indian-Eskimo,-1
448,1.0,146548.0,-1.0,20.0,40.0, White,-1
449,0.0,258880.0,0.0,18.0,6.0, White,-1
450,1.0,206408.0,1.0,20.0,40.0, Black,-1
451,1.0,197343.0,-1.0,46.0,54.0, White,1
452,1.0,245072.0,-1.0,62.0,40.0, White,1
453,1.0,197596.0,0.0,42.0,41.0, Black,1
454,0.0,234893.0,0.0,47.0,39.0, White,1
455,1.0,72899.0,-1.0,38.0,40.0, Asian-Pac-Islander,1
456,1.0,180383.0,0.0,34.0,40.0, White,-1
457,2.0,351310.0,-1.0,38.0,49.0, Black,-1
458,2.0,54022.0,-1.0,24.0,60.0, White,-1
459,0.0,115757.0,-2.0,32.0,39.0, White,-1
460,1.0,116645.0,2.0,44.0,39.0, White,-1
461,1.0,288835.0,-1.0,54.0,40.0, Black,-1
462,0.0,132614.0,-1.0,32.0,50.0, White,-1
463,1.0,193377.0,-1.0,52.0,40.0, White,-1
464,0.0,170082.0,1.0,26.0,21.0, White,-1
465,1.0,126717.0,1.0,40.0,60.0, White,-1
466,3.0,35608.0,-1.0,54.0,40.0, White,-1
467,2.0,33994.0,-1.0,38.0,39.0, White,-1
468,1.0,194768.0,-1.0,51.0,45.0, White,1
469,0.0,118563.0,0.0,32.0,16.0, White,1
470,2.0,201975.0,1.0,61.0,39.0, White,1
471,0.0,139895.0,0.0,22.0,39.0, White,-1
472,1.0,285030.0,1.0,38.0,41.0, White,-1
473,2.0,304000.0,1.0,32.0,61.0, White,-1
474,1.0,49412.0,-1.0,68.0,24.0, White,-1
475,0.0,279209.0,1.0,49.0,41.0, White,-1
476,1.0,211876.0,1.0,18.0,7.0, White,-1
477,1.0,281443.0,0.0,22.0,29.0, White,-1
478,2.0,161162.0,1.0,28.0,40.0, White,-1
479,2.0,197913.0,1.0,26.0,34.0, White,-1
480,1.0,111759.0,-1.0,33.0,45.0, White,-1
481,0.0,170732.0,-1.0,44.0,18.0, White,-1
